
Debian GNU/Linux 11 syzkaller ttyS0

Warning: Permanently added '[localhost]:14393' (ED25519) to the list of known hosts.
2024/05/20 01:39:10 ignoring optional flag "sandboxArg"="0"
2024/05/20 01:39:10 parsed 1 programs
syzkaller login: [  239.357004][ T6181] cgroup: Unknown subsys name 'net'
[  241.008710][ T6222] bridge_slave_1: entered allmulticast mode
[  241.009618][ T6222] bridge_slave_1: entered promiscuous mode
[  241.010853][ T6221] batman_adv: batadv0: Adding interface: batadv_slave_0
[  241.011365][ T6221] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.013470][ T6221] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  241.024040][ T6197] bridge0: port 2(bridge_slave_1) entered blocking state
[  241.024585][ T6197] bridge0: port 2(bridge_slave_1) entered disabled state
[  241.025162][ T6197] bridge_slave_1: entered allmulticast mode
[  241.026033][ T6197] bridge_slave_1: entered promiscuous mode
[  241.027069][ T6228] batman_adv: batadv0: Adding interface: batadv_slave_0
[  241.027621][ T6228] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.029349][ T6228] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  241.032714][ T6250] team0: Port device team_slave_0 added
[  241.033639][ T6228] batman_adv: batadv0: Adding interface: batadv_slave_1
[  241.034193][ T6228] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.036047][ T6228] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  241.039457][ T6225] team0: Port device team_slave_0 added
[  241.040753][ T6250] team0: Port device team_slave_1 added
[  241.044072][ T6225] team0: Port device team_slave_1 added
[  241.050524][ T6204] bond0: (slave bond_slave_1): Enslaving as an active interface with an up link
[  241.061289][ T6204] team0: Port device team_slave_0 added
[  241.063845][ T6204] team0: Port device team_slave_1 added
[  241.087043][ T6221] batman_adv: batadv0: Adding interface: batadv_slave_1
[  241.087588][ T6221] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.089431][ T6221] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  241.109945][ T6250] batman_adv: batadv0: Adding interface: batadv_slave_0
[  241.110457][ T6250] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.112257][ T6250] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  241.118964][ T6204] batman_adv: batadv0: Adding interface: batadv_slave_0
[  241.119450][ T6204] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.121038][ T6204] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  241.127391][ T6222] bond0: (slave bond_slave_0): Enslaving as an active interface with an up link
[  241.133611][ T6223] bridge0: port 1(bridge_slave_0) entered blocking state
[  241.134220][ T6223] bridge0: port 1(bridge_slave_0) entered disabled state
[  241.134847][ T6223] bridge_slave_0: entered allmulticast mode
[  241.135750][ T6223] bridge_slave_0: entered promiscuous mode
[  241.149230][ T6197] bond0: (slave bond_slave_0): Enslaving as an active interface with an up link
[  241.154069][ T6250] batman_adv: batadv0: Adding interface: batadv_slave_1
[  241.154604][ T6250] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.156407][ T6250] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  241.166695][ T6225] batman_adv: batadv0: Adding interface: batadv_slave_0
[  241.167203][ T6225] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.168898][ T6225] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  241.213248][ T6228] hsr_slave_0: entered promiscuous mode
[  241.262061][ T6228] hsr_slave_1: entered promiscuous mode
[  241.292718][ T6204] batman_adv: batadv0: Adding interface: batadv_slave_1
[  241.293279][ T6204] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.295042][ T6204] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  241.298726][ T6222] bond0: (slave bond_slave_1): Enslaving as an active interface with an up link
[  241.309581][ T6223] bridge0: port 2(bridge_slave_1) entered blocking state
[  241.310176][ T6223] bridge0: port 2(bridge_slave_1) entered disabled state
[  241.310793][ T6223] bridge_slave_1: entered allmulticast mode
[  241.311769][ T6223] bridge_slave_1: entered promiscuous mode
[  241.317750][ T6197] bond0: (slave bond_slave_1): Enslaving as an active interface with an up link
[  241.343190][ T6221] hsr_slave_0: entered promiscuous mode
[  241.391928][ T6221] hsr_slave_1: entered promiscuous mode
[  241.441824][ T6221] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  241.442790][ T6221] Cannot create hsr debugfs directory
[  241.445164][ T6225] batman_adv: batadv0: Adding interface: batadv_slave_1
[  241.445718][ T6225] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.447577][ T6225] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  241.457987][ T6222] team0: Port device team_slave_0 added
[  241.533155][ T6204] hsr_slave_0: entered promiscuous mode
[  241.551920][ T6204] hsr_slave_1: entered promiscuous mode
[  241.571788][ T6204] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  241.572397][ T6204] Cannot create hsr debugfs directory
[  241.575810][ T6222] team0: Port device team_slave_1 added
[  241.577347][ T6223] bond0: (slave bond_slave_0): Enslaving as an active interface with an up link
[  241.584536][ T6197] team0: Port device team_slave_0 added
[  241.586123][ T6223] bond0: (slave bond_slave_1): Enslaving as an active interface with an up link
[  241.610359][ T6197] team0: Port device team_slave_1 added
[  241.673249][ T6250] hsr_slave_0: entered promiscuous mode
[  241.742014][ T6250] hsr_slave_1: entered promiscuous mode
[  241.781800][ T6250] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  241.782650][ T6250] Cannot create hsr debugfs directory
[  241.800544][ T6222] batman_adv: batadv0: Adding interface: batadv_slave_0
[  241.801169][ T6222] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.803130][ T6222] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  241.820511][ T6223] team0: Port device team_slave_0 added
[  241.843194][ T6225] hsr_slave_0: entered promiscuous mode
[  241.891983][ T6225] hsr_slave_1: entered promiscuous mode
[  241.902661][ T6209] Bluetooth: hci1: command tx timeout
[  241.902702][ T3434] Bluetooth: hci0: command tx timeout
[  241.923080][ T6225] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  241.923673][ T6225] Cannot create hsr debugfs directory
[  241.938361][ T6222] batman_adv: batadv0: Adding interface: batadv_slave_1
[  241.938909][ T6222] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.940779][ T6222] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  241.944271][ T6197] batman_adv: batadv0: Adding interface: batadv_slave_0
[  241.944818][ T6197] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.946712][ T6197] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  241.950178][ T6223] team0: Port device team_slave_1 added
[  241.978305][ T6197] batman_adv: batadv0: Adding interface: batadv_slave_1
[  241.978801][ T6197] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  241.981601][ T6197] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  242.023691][ T6223] batman_adv: batadv0: Adding interface: batadv_slave_0
[  242.024262][ T6223] batman_adv: batadv0: The MTU of interface batadv_slave_0 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  242.026167][ T6223] batman_adv: batadv0: Not using interface batadv_slave_0 (retrying later): interface not active
[  242.028126][ T6223] batman_adv: batadv0: Adding interface: batadv_slave_1
[  242.028682][ T6223] batman_adv: batadv0: The MTU of interface batadv_slave_1 is too small (1500) to handle the transport of batman-adv packets. Packets going over this interface will be fragmented on layer2 which could impact the performance. Setting the MTU to 1560 would solve the problem.
[  242.030603][ T6223] batman_adv: batadv0: Not using interface batadv_slave_1 (retrying later): interface not active
[  242.113407][ T6197] hsr_slave_0: entered promiscuous mode
[  242.142164][ T3434] Bluetooth: hci7: command tx timeout
[  242.152440][ T3434] Bluetooth: hci5: command tx timeout
[  242.153167][ T6209] Bluetooth: hci6: command tx timeout
[  242.153352][ T6244] Bluetooth: hci2: command tx timeout
[  242.162304][ T6197] hsr_slave_1: entered promiscuous mode
[  242.201773][ T6197] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  242.202337][ T6197] Cannot create hsr debugfs directory
[  242.233088][ T6244] Bluetooth: hci3: command tx timeout
[  242.233832][ T6244] Bluetooth: hci4: command tx timeout
[  242.253475][ T6222] hsr_slave_0: entered promiscuous mode
[  242.332130][ T6222] hsr_slave_1: entered promiscuous mode
[  242.391848][ T6222] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  242.392416][ T6222] Cannot create hsr debugfs directory
[  242.443273][ T6223] hsr_slave_0: entered promiscuous mode
[  242.481970][ T6223] hsr_slave_1: entered promiscuous mode
[  242.521815][ T6223] debugfs: Directory 'hsr0' with parent 'hsr' already present!
[  242.522442][ T6223] Cannot create hsr debugfs directory
[  242.534497][ T6228] netdevsim netdevsim3 netdevsim0: renamed from eth0
[  242.537404][ T6228] netdevsim netdevsim3 netdevsim1: renamed from eth1
[  242.554933][ T6228] netdevsim netdevsim3 netdevsim2: renamed from eth2
[  242.578289][ T6228] netdevsim netdevsim3 netdevsim3: renamed from eth3
[  242.660814][ T6250] netdevsim netdevsim1 netdevsim0: renamed from eth0
[  242.668576][ T6250] netdevsim netdevsim1 netdevsim1: renamed from eth1
[  242.684010][ T6250] netdevsim netdevsim1 netdevsim2: renamed from eth2
[  242.685624][ T6250] netdevsim netdevsim1 netdevsim3: renamed from eth3
[  242.730231][ T6221] netdevsim netdevsim4 netdevsim0: renamed from eth0
[  242.738644][ T6221] netdevsim netdevsim4 netdevsim1: renamed from eth1
[  242.743355][ T6204] netdevsim netdevsim5 netdevsim0: renamed from eth0
[  242.747037][ T6204] netdevsim netdevsim5 netdevsim1: renamed from eth1
[  242.750902][ T6221] netdevsim netdevsim4 netdevsim2: renamed from eth2
[  242.752902][ T6221] netdevsim netdevsim4 netdevsim3: renamed from eth3
[  242.766123][ T6204] netdevsim netdevsim5 netdevsim2: renamed from eth2
[  242.767848][ T6204] netdevsim netdevsim5 netdevsim3: renamed from eth3
[  242.828945][ T6225] netdevsim netdevsim2 netdevsim0: renamed from eth0
[  242.830705][ T6225] netdevsim netdevsim2 netdevsim1: renamed from eth1
[  242.839319][ T6228] 8021q: adding VLAN 0 to HW filter on device bond0
[  242.841539][ T6250] 8021q: adding VLAN 0 to HW filter on device bond0
[  242.850714][ T6225] netdevsim netdevsim2 netdevsim2: renamed from eth2
[  242.855624][ T6225] netdevsim netdevsim2 netdevsim3: renamed from eth3
[  242.869434][ T6228] 8021q: adding VLAN 0 to HW filter on device team0
[  242.884731][   T23] bridge0: port 1(bridge_slave_0) entered blocking state
[  242.885602][   T23] bridge0: port 1(bridge_slave_0) entered forwarding state
[  242.889492][   T23] bridge0: port 2(bridge_slave_1) entered blocking state
[  242.890034][   T23] bridge0: port 2(bridge_slave_1) entered forwarding state
[  242.896015][ T6222] netdevsim netdevsim6 netdevsim0: renamed from eth0
[  242.903235][ T6222] netdevsim netdevsim6 netdevsim1: renamed from eth1
[  242.934350][ T6222] netdevsim netdevsim6 netdevsim2: renamed from eth2
[  242.939497][ T6222] netdevsim netdevsim6 netdevsim3: renamed from eth3
[  242.942904][ T6250] 8021q: adding VLAN 0 to HW filter on device team0
[  242.950354][ T8782] bridge0: port 1(bridge_slave_0) entered blocking state
[  242.950910][ T8782] bridge0: port 1(bridge_slave_0) entered forwarding state
[  242.957983][ T8782] bridge0: port 2(bridge_slave_1) entered blocking state
[  242.958565][ T8782] bridge0: port 2(bridge_slave_1) entered forwarding state
[  242.962756][ T6221] 8021q: adding VLAN 0 to HW filter on device bond0
[  242.972383][ T6223] netdevsim netdevsim7 netdevsim0: renamed from eth0
[  242.977399][ T6223] netdevsim netdevsim7 netdevsim1: renamed from eth1
[  242.992377][ T6223] netdevsim netdevsim7 netdevsim2: renamed from eth2
[  242.995159][ T6223] netdevsim netdevsim7 netdevsim3: renamed from eth3
[  243.007810][ T6228] hsr0: Slave A (hsr_slave_0) is not up; please bring it up to get a fully working HSR network
[  243.008615][ T6228] hsr0: Slave B (hsr_slave_1) is not up; please bring it up to get a fully working HSR network
[  243.017829][ T6221] 8021q: adding VLAN 0 to HW filter on device team0
[  243.020906][ T8810] bridge0: port 1(bridge_slave_0) entered blocking state
[  243.021461][ T8810] bridge0: port 1(bridge_slave_0) entered forwarding state
[  243.026102][ T8810] bridge0: port 2(bridge_slave_1) entered blocking state
[  243.026690][ T8810] bridge0: port 2(bridge_slave_1) entered forwarding state
[  243.050391][ T6204] 8021q: adding VLAN 0 to HW filter on device bond0
[  243.060201][ T6250] hsr0: Slave A (hsr_slave_0) is not up; please bring it up to get a fully working HSR network
[  243.060952][ T6250] hsr0: Slave B (hsr_slave_1) is not up; please bring it up to get a fully working HSR network
[  243.089160][ T6204] 8021q: adding VLAN 0 to HW filter on device team0
[  243.093372][    T9] bridge0: port 1(bridge_slave_0) entered blocking state
[  243.093970][    T9] bridge0: port 1(bridge_slave_0) entered forwarding state
[  243.096888][ T6197] netdevsim netdevsim0 netdevsim0: renamed from eth0
[  243.098988][ T6197] netdevsim netdevsim0 netdevsim1: renamed from eth1
[  243.124127][ T6228] 8021q: adding VLAN 0 to HW filter on device batadv0
[  243.134115][ T6197] netdevsim netdevsim0 netdevsim2: renamed from eth2
[  243.141151][    T9] bridge0: port 2(bridge_slave_1) entered blocking state
[  243.141749][    T9] bridge0: port 2(bridge_slave_1) entered forwarding state
[  243.173979][ T6228] veth0_vlan: entered promiscuous mode
[  243.177970][ T6228] veth1_vlan: entered promiscuous mode
[  243.202100][ T6250] 8021q: adding VLAN 0 to HW filter on device batadv0
[  243.207579][ T6225] 8021q: adding VLAN 0 to HW filter on device bond0
[  243.213569][ T6197] netdevsim netdevsim0 netdevsim3: renamed from eth3
[  243.240383][ T6222] 8021q: adding VLAN 0 to HW filter on device bond0
[  243.258045][ T6225] 8021q: adding VLAN 0 to HW filter on device team0
[  243.263815][    T9] bridge0: port 1(bridge_slave_0) entered blocking state
[  243.264363][    T9] bridge0: port 1(bridge_slave_0) entered forwarding state
[  243.265998][    T9] bridge0: port 2(bridge_slave_1) entered blocking state
[  243.266525][    T9] bridge0: port 2(bridge_slave_1) entered forwarding state
[  243.327406][ T6250] veth0_vlan: entered promiscuous mode
[  243.330627][ T6222] 8021q: adding VLAN 0 to HW filter on device team0
[  243.336304][ T6250] veth1_vlan: entered promiscuous mode
[  243.351739][ T6221] 8021q: adding VLAN 0 to HW filter on device batadv0
[  243.361928][ T6250] veth0_macvtap: entered promiscuous mode
[  243.366689][ T6223] 8021q: adding VLAN 0 to HW filter on device bond0
[  243.372262][ T8782] bridge0: port 1(bridge_slave_0) entered blocking state
[  243.372891][ T8782] bridge0: port 1(bridge_slave_0) entered forwarding state
[  243.375631][ T6228] veth0_macvtap: entered promiscuous mode
[  243.379694][ T6250] veth1_macvtap: entered promiscuous mode
[  243.388069][ T8782] bridge0: port 2(bridge_slave_1) entered blocking state
[  243.388652][ T8782] bridge0: port 2(bridge_slave_1) entered forwarding state
[  243.411624][ T6228] veth1_macvtap: entered promiscuous mode
[  243.432526][ T6250] batman_adv: batadv0: Interface activated: batadv_slave_0
[  243.437992][ T6204] 8021q: adding VLAN 0 to HW filter on device batadv0
[  243.451989][ T6223] 8021q: adding VLAN 0 to HW filter on device team0
[  243.481272][ T6250] batman_adv: batadv0: Interface activated: batadv_slave_1
[  243.495325][ T1995] bridge0: port 1(bridge_slave_0) entered blocking state
[  243.495933][ T1995] bridge0: port 1(bridge_slave_0) entered forwarding state
[  243.498238][ T6228] batman_adv: The newly added mac address (aa:aa:aa:aa:aa:3e) already exists on: batadv_slave_0
[  243.499261][ T6228] batman_adv: It is strongly recommended to keep mac addresses unique to avoid problems!
[  243.500689][ T6228] batman_adv: batadv0: Interface activated: batadv_slave_0
[  243.511854][ T1995] bridge0: port 2(bridge_slave_1) entered blocking state
